BUKRS,LIFNR,GJAHR,BELNR,BUZEI,BLDAT_1,XBLNR,BLART,DMBTR,BLDAT
C04  ,220234,2018,5100484892,1,,MAL1858908      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484893,1,,MAL1859054      ,RE   ,1301.85,29/8/2018
C04  ,220234,2018,5100484894,1,,MAL1859106      ,RE   ,8130,29/8/2018
C04  ,220234,2018,5100484896,1,,MAL1857880      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484899,1,,MAL1859322      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484901,1,,MAL1858441      ,RE   ,8496.4502,29/8/2018
C04  ,220234,2018,5100484903,1,,MAL1859031      ,RE   ,8496.4502,29/8/2018
C04  ,220234,2018,5100484905,1,,MAL1859003      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484906,1,,MAL1858945      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484907,1,,MAL1858478      ,RE   ,15843.6,29/8/2018
C04  ,220234,2018,5100484908,1,,MAL1859080      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484909,1,,MAL1858919      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484910,1,,MAL1858926      ,RE   ,15067.06,29/8/2018
C04  ,220234,2018,5100484933,1,,MAL1859296      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484912,1,,MAL1857739      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100484913,1,,MAL1858804      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484914,1,,MAL1857887      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484916,1,,MAL1859213      ,RE   ,32609.699,29/8/2018
C04  ,220234,2018,5100484920,1,,MAL1858756      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484921,1,,MAL1863306      ,RE   ,5152.2002,31/8/2018
C04  ,220234,2018,5100484923,1,,MAL1859266      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484924,1,,MAL1859308      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100484926,1,,MAL1858372      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100484928,1,,MAL1858468      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100484929,1,,MAL1858781      ,RE   ,9676.9502,29/8/2018
C04  ,220234,2018,5100484930,1,,MAL1858108      ,RE   ,9262.2002,29/8/2018
C04  ,220234,2018,5100484931,1,,MAL1858599      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100484932,1,,MAL1858233      ,RE   ,4591.0498,29/8/2018
C04  ,220234,2018,5100484933,1,,MAL1858429      ,RE   ,9516,29/8/2018
C04  ,220234,2018,5100484935,1,,MAL1857918      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100484936,1,,MAL1858058      ,RE   ,9516,29/8/2018
C04  ,220234,2018,5100484938,1,,MAL1859190      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484939,1,,MAL1858173      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484942,1,,MAL1857758      ,RE   ,16724.699,29/8/2018
C04  ,220234,2018,5100484946,1,,MAL1857931      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100484949,1,,MAL1858628      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100484951,1,,MAL1858271      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100484955,1,,MAL1857743      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100484957,1,,MAL1859196      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100484958,1,,MAL1858077      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100484960,1,,MAL1857882      ,RE   ,5434.9502,29/8/2018
C04  ,220234,2018,5100484961,1,,MAL1858577      ,RE   ,5434.9502,29/8/2018
C04  ,220234,2018,5100484970,1,,MAL1860243      ,RE   ,1952.7,31/8/2018
C04  ,220234,2018,5100484972,1,,MAL1860423      ,RE   ,8640.1396,31/8/2018
C04  ,220234,2018,5100485274,1,,MAL1860099      ,RE   ,1509.15,31/8/2018
C04  ,220234,2018,5100485288,1,,MAL1860235      ,RE   ,1039.5,31/8/2018
C04  ,220234,2018,5100485291,1,,MAL1860213      ,RE   ,9182.0996,31/8/2018
C04  ,220234,2018,5100485292,1,,MAL1860219      ,RE   ,9182.25,31/8/2018
C04  ,220234,2018,5100485294,1,,MAL1860422      ,RE   ,17415.449,31/8/2018
C04  ,220234,2018,5100485297,1,,MAL1860217      ,RE   ,4591.0498,31/8/2018
C04  ,220234,2018,5100485301,1,,MAL1860238      ,RE   ,8208.1396,31/8/2018
C04  ,220234,2018,5100485303,1,,MAL1860230      ,RE   ,1952.7,31/8/2018
C04  ,220234,2018,5100485309,1,,MAL1860106      ,RE   ,1904.55,31/8/2018
C04  ,220234,2018,5100485318,1,,MAL1860226      ,RE   ,8648.0996,31/8/2018
C04  ,220234,2018,5100485319,1,,MAL1860224      ,RE   ,3905.3999,31/8/2018
C04  ,220234,2018,5100485334,1,,MAL1860122      ,RE   ,18367.949,31/8/2018
C04  ,220234,2018,5100485335,1,,MAL1860076      ,RE   ,10507.35,31/8/2018
C04  ,220234,2018,5100485343,1,,MAL1860097      ,RE   ,16304.85,31/8/2018
C04  ,220234,2018,5100485414,1,,MAL1860228      ,RE   ,3905.55,31/8/2018
C04  ,220234,2018,5100485421,1,,MAL1860223      ,RE   ,13773.15,31/8/2018
C04  ,220234,2018,5100485422,1,,MAL1863308      ,RE   ,15051.3,31/8/2018
C04  ,220234,2018,5100485425,1,,MAL1860245      ,RE   ,3905.3999,31/8/2018
C04  ,220234,2018,5100485428,1,,MAL1860421      ,RE   ,9201.5996,31/8/2018
C04  ,220234,2018,5100485430,1,,MAL1863307      ,RE   ,10544.7,31/8/2018
C04  ,220234,2018,5100485431,1,,MAL1860212      ,RE   ,4591.0498,31/8/2018
C04  ,220234,2018,5100485437,1,,MAL1848328      ,RE   ,8864.25,21/8/2018
C04  ,220234,2018,5100485438,1,,MAL1857950      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100485509,1,,MAL1848216      ,RE   ,33823.762,21/8/2018
C04  ,220234,2018,5100485510,1,,MAL1848421      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100485512,1,,MAL1859230      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100485514,1,,MAL1847773      ,RE   ,3060.75,21/8/2018
C04  ,220234,2018,5100485524,1,,MAL1850407      ,RE   ,2603.7,21/8/2018
C04  ,220234,2018,5100485530,1,,MAL1847679      ,RE   ,1301.85,21/8/2018
C04  ,220234,2018,5100485553,1,,MAL1859104      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100485558,1,,MAL1850399      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100485561,1,,MAL1849283      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100485569,1,,MAL1860246      ,RE   ,5858.1001,31/8/2018
C04  ,220234,2018,5100485765,1,,MAL1860214      ,RE   ,4591.0498,31/8/2018
C04  ,220234,2018,5100485774,1,,MAL1849962      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100486218,1,,MAL1850524      ,RE   ,482477.56,21/8/2018
C04  ,220234,2018,5100486219,1,,MAL1850481      ,RE   ,305685.94,21/8/2018
C04  ,220234,2018,5100486220,1,,MAL1850482      ,RE   ,301598.53,21/8/2018
C04  ,220234,2018,5100486222,1,,MAL1850521      ,RE   ,245790.45,21/8/2018
C04  ,220234,2018,5100486224,1,,MAL1850498      ,RE   ,205791.88,21/8/2018
C04  ,220234,2018,5100486286,1,,MAL1858412      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486292,1,,MAL1848995      ,RE   ,33337.852,21/8/2018
C04  ,220234,2018,5100486293,1,,MAL1848970      ,RE   ,6087.1499,21/8/2018
C04  ,220234,2018,5100486295,1,,MAL1849422      ,RE   ,5434.9502,21/8/2018
C04  ,220234,2018,5100486297,1,,MAL1848663      ,RE   ,6966.2998,21/8/2018
C04  ,220234,2018,5100486299,1,,MAL1848759      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100486301,1,,MAL1849190      ,RE   ,1952.7,21/8/2018
C04  ,220234,2018,5100486302,1,,MAL1849265      ,RE   ,1509.15,21/8/2018
C04  ,220234,2018,5100486303,1,,MAL1847638      ,RE   ,5531.1001,21/8/2018
C04  ,220234,2018,5100486304,1,,MAL1859247      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486305,1,,MAL1848404      ,RE   ,3529.2,21/8/2018
C04  ,220234,2018,5100486306,1,,MAL1848225      ,RE   ,9926.5498,21/8/2018
C04  ,220234,2018,5100486307,1,,MAL1850469      ,RE   ,9201.5996,21/8/2018
C04  ,220234,2018,5100486308,1,,MAL1850376      ,RE   ,18367.949,21/8/2018
C04  ,220234,2018,5100486309,1,,MAL1850394      ,RE   ,3905.55,21/8/2018
C04  ,220234,2018,5100486310,1,,MAL1847250      ,RE   ,2247.8999,20/8/2018
C04  ,220234,2018,5100486333,1,,MAL1858914      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486312,1,,MAL1859177      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486313,1,,MAL1858959      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486315,1,,MAL1848325      ,RE   ,2037.15,21/8/2018
C04  ,220234,2018,5100486317,1,,MAL1858770      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486318,1,,MAL1848934      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100486319,1,,MAL1848576      ,RE   ,33337.852,21/8/2018
C04  ,220234,2018,5100486320,1,,MAL1849600      ,RE   ,9676.9502,21/8/2018
C04  ,220234,2018,5100486321,1,,MAL1848294      ,RE   ,9926.5498,21/8/2018
C04  ,220234,2018,5100486322,1,,MAL1849279      ,RE   ,1509.15,21/8/2018
C04  ,220234,2018,5100486324,1,,MAL1848095      ,RE   ,1301.85,21/8/2018
C04  ,220234,2018,5100486325,1,,MAL1849639      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486326,1,,MAL1848387      ,RE   ,8071.6602,21/8/2018
C04  ,220234,2018,5100486327,1,,MAL1850217      ,RE   ,2398.2,21/8/2018
C04  ,220234,2018,5100486328,1,,MAL1847054      ,RE   ,1952.7,20/8/2018
C04  ,220234,2018,5100486329,1,,MAL1857851      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486333,1,,MAL1848154      ,RE   ,6962.5498,21/8/2018
C04  ,220234,2018,5100486334,1,,MAL1847927      ,RE   ,5913,21/8/2018
C04  ,220234,2018,5100486390,1,,MAL1849434      ,RE   ,2524.3501,21/8/2018
C04  ,220234,2018,5100486391,1,,MAL1858902      ,RE   ,13319.25,29/8/2018
C04  ,220234,2018,5100486392,1,,MAL1857788      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486393,1,,MAL1848199      ,RE   ,6543.75,21/8/2018
C04  ,220234,2018,5100486395,1,,MAL1849385      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100486398,1,,MAL1858594      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486399,1,,MAL1858562      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486400,1,,MAL1850453      ,RE   ,338303.22,21/8/2018
C04  ,220234,2018,5100486401,1,,MAL1850070      ,RE   ,2247.8999,21/8/2018
C04  ,220234,2018,5100486402,1,,MAL1849720      ,RE   ,7805.25,21/8/2018
C04  ,220234,2018,5100486404,1,,MAL1849982      ,RE   ,3623.25,21/8/2018
C04  ,220234,2018,5100486405,1,,MAL1859134      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486406,1,,MAL1848363      ,RE   ,5207.3999,21/8/2018
C04  ,220234,2018,5100486407,1,,MAL1859121      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486408,1,,MAL1847967      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486409,1,,MAL1859158      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486410,1,,MAL1848333      ,RE   ,8864.25,21/8/2018
C04  ,220234,2018,5100486433,1,,MAL1848035      ,RE   ,9926.6904,21/8/2018
C04  ,220234,2018,5100486412,1,,MAL1849802      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486413,1,,MAL1848375      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486414,1,,MAL1847658      ,RE   ,6087.1499,21/8/2018
C04  ,220234,2018,5100486415,1,,MAL1847158      ,RE   ,1123.96,20/8/2018
C04  ,220234,2018,5100486416,1,,MAL1858579      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486417,1,,MAL1859001      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486418,1,,MAL1859073      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486420,1,,MAL1858772      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486421,1,,MAL1858067      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486422,1,,MAL1858514      ,RE   ,8225.0996,29/8/2018
C04  ,220234,2018,5100486423,1,,MAL1859223      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486424,1,,MAL1849669      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486425,1,,MAL1848351      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486426,1,,MAL1858145      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486427,1,,MAL1849029      ,RE   ,6087.1499,21/8/2018
C04  ,220234,2018,5100486428,1,,MAL1847264      ,RE   ,2694.4399,20/8/2018
C04  ,220234,2018,5100486429,1,,MAL1848838      ,RE   ,6087.1499,21/8/2018
C04  ,220234,2018,5100486430,1,,MAL1858650      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486431,1,,MAL1858337      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486432,1,,MAL1858081      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486433,1,,MAL1848108      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486434,1,,MAL1850201      ,RE   ,14153.26,21/8/2018
C04  ,220234,2018,5100486435,1,,MAL1847772      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486438,1,,MAL1847976      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100486439,1,,MAL1858552      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486440,1,,MAL1858786      ,RE   ,24897,29/8/2018
C04  ,220234,2018,5100486441,1,,MAL1849499      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486442,1,,MAL1859012      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486444,1,,MAL1858608      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486445,1,,MAL1858988      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486446,1,,MAL1849555      ,RE   ,4506.6001,21/8/2018
C04  ,220234,2018,5100486448,1,,MAL1858368      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486449,1,,MAL1848520      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100486450,1,,MAL1859070      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486454,1,,MAL1858505      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486455,1,,MAL1847766      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486456,1,,MAL1859229      ,RE   ,13383.89,29/8/2018
C04  ,220234,2018,5100486457,1,,MAL1849201      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486458,1,,MAL1847642      ,RE   ,8071.6602,21/8/2018
C04  ,220234,2018,5100486459,1,,MAL1848487      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486462,1,,MAL1848326      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486463,1,,MAL1849863      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486464,1,,MAL1848291      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486466,1,,MAL1858939      ,RE   ,8208.1396,29/8/2018
C04  ,220234,2018,5100486467,1,,MAL1849530      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486468,1,,MAL1858126      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486470,1,,MAL1857772      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486471,1,,MAL1857783      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486472,1,,MAL1847668      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100486473,1,,MAL1848740      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486474,1,,MAL1847307      ,RE   ,24675.301,20/8/2018
C04  ,220234,2018,5100486475,1,,MAL1847057      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100486477,1,,MAL1848358      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486479,1,,MAL1849142      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100486480,1,,MAL1847352      ,RE   ,5557.3501,20/8/2018
C04  ,220234,2018,5100486481,1,,MAL1847285      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100486482,1,,MAL1857952      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486486,1,,MAL1848998      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100486487,1,,MAL1849350      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100486488,1,,MAL1847828      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100486489,1,,MAL1850203      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486491,1,,MAL1849126      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486493,1,,MAL1858248      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486494,1,,MAL1847740      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100486496,1,,MAL1858397      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486497,1,,MAL1849182      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100486498,1,,MAL1858060      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486499,1,,MAL1858043      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486501,1,,MAL1847903      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486502,1,,MAL1849697      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486504,1,,MAL1850169      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100486507,1,,MAL1848653      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486508,1,,MAL1848142      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486509,1,,MAL1858334      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486512,1,,MAL1848425      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486516,1,,MAL1850370      ,RE   ,8130,21/8/2018
C04  ,220234,2018,5100486518,1,,MAL1849346      ,RE   ,10544.7,21/8/2018
C04  ,220234,2018,5100486519,1,,MAL1849372      ,RE   ,5913,21/8/2018
C04  ,220234,2018,5100486520,1,,MAL1858138      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486521,1,,MAL1858075      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486522,1,,MAL1849049      ,RE   ,15051.45,21/8/2018
C04  ,220234,2018,5100486523,1,,MAL1847846      ,RE   ,298.35001,21/8/2018
C04  ,220234,2018,5100486524,1,,MAL1848008      ,RE   ,33337.852,21/8/2018
C04  ,220234,2018,5100486525,1,,MAL1859298      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486526,1,,MAL1848833      ,RE   ,4506.6001,21/8/2018
C04  ,220234,2018,5100486527,1,,MAL1858393      ,RE   ,9255.2998,29/8/2018
C04  ,220234,2018,5100486529,1,,MAL1858347      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486532,1,,MAL1847064      ,RE   ,6224.25,20/8/2018
C04  ,220234,2018,5100486537,1,,MAL1847073      ,RE   ,3704.8501,20/8/2018
C04  ,220234,2018,5100486538,1,,MAL1848677      ,RE   ,107624.55,21/8/2018
C04  ,220234,2018,5100486541,1,,MAL1849167      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100486542,1,,MAL1850452      ,RE   ,122430.72,21/8/2018
C04  ,220234,2018,5100486548,1,,MAL1850085      ,RE   ,3623.25,21/8/2018
C04  ,220234,2018,5100486549,1,,MAL1848978      ,RE   ,5434.9502,21/8/2018
C04  ,220234,2018,5100486550,1,,MAL1847974      ,RE   ,1952.7,21/8/2018
C04  ,220234,2018,5100486552,1,,MAL1859021      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486553,1,,MAL1858990      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100486555,1,,MAL1858170      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486556,1,,MAL1848767      ,RE   ,7802.1001,21/8/2018
C04  ,220234,2018,5100486560,1,,MAL1848347      ,RE   ,1301.85,21/8/2018
C04  ,220234,2018,5100486562,1,,MAL1848959      ,RE   ,3704.8501,21/8/2018
C04  ,220234,2018,5100486564,1,,MAL1848423      ,RE   ,4591.0498,21/8/2018
C04  ,220234,2018,5100486566,1,,MAL1848680      ,RE   ,2603.7,21/8/2018
C04  ,220234,2018,5100486568,1,,MAL1849065      ,RE   ,6504,21/8/2018
C04  ,220234,2018,5100486570,1,,MAL1848333      ,RE   ,15843.6,21/8/2018
C04  ,220234,2018,5100486572,1,,MAL1850010      ,RE   ,9201.5996,21/8/2018
C04  ,220234,2018,5100486573,1,,MAL1849139      ,RE   ,9926.5498,21/8/2018
C04  ,220234,2018,5100486574,1,,MAL1847150      ,RE   ,3060.75,20/8/2018
C04  ,220234,2018,5100486575,1,,MAL1847147      ,RE   ,5664.4502,20/8/2018
C04  ,220234,2018,5100486577,1,,MAL1847212      ,RE   ,5664.4502,20/8/2018
C04  ,220234,2018,5100486578,1,,MAL1847204      ,RE   ,3611,20/8/2018
C04  ,220234,2018,5100486579,1,,MAL1847233      ,RE   ,4591.0498,20/8/2018
C04  ,220234,2018,5100486580,1,,MAL1858816      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486581,1,,MAL1847341      ,RE   ,9676.9502,20/8/2018
C04  ,220234,2018,5100486582,1,,MAL1847360      ,RE   ,13021.2,20/8/2018
C04  ,220234,2018,5100486584,1,,MAL1847313      ,RE   ,4591.0498,20/8/2018
C04  ,220234,2018,5100486587,1,,MAL1847160      ,RE   ,4591.0498,20/8/2018
C04  ,220234,2018,5100486588,1,,MAL1848221      ,RE   ,2037.15,21/8/2018
C04  ,220234,2018,5100486589,1,,MAL1850383      ,RE   ,8071.5,21/8/2018
C04  ,220234,2018,5100486590,1,,MAL1847335      ,RE   ,4591.0498,20/8/2018
C04  ,220234,2018,5100486591,1,,MAL1848823      ,RE   ,33823.762,21/8/2018
C04  ,220234,2018,5100486592,1,,MAL1847130      ,RE   ,4149.4502,20/8/2018
C04  ,220234,2018,5100486593,1,,MAL1848292      ,RE   ,1952.7,21/8/2018
C04  ,220234,2018,5100486596,1,,MAL1848717      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486597,1,,MAL1849318      ,RE   ,298.35001,21/8/2018
C04  ,220234,2018,5100486599,1,,MAL1850083      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486600,1,,MAL1849057      ,RE   ,1952.7,21/8/2018
C04  ,220234,2018,5100486601,1,,MAL1847655      ,RE   ,3623.25,21/8/2018
C04  ,220234,2018,5100486602,1,,MAL1850088      ,RE   ,4743.75,21/8/2018
C04  ,220234,2018,5100486604,1,,MAL1847185      ,RE   ,1123.96,20/8/2018
C04  ,220234,2018,5100486605,1,,MAL1858396      ,RE   ,9676.9502,29/8/2018
C04  ,220234,2018,5100486614,1,,MAL1872085      ,RE   ,2481.23,13/10/2018
C04  ,220234,2018,5100486649,1,,MAL1869387      ,RE   ,9685.9502,30/9/2018
C04  ,220234,2018,5100486754,1,,MAL1868722      ,RE   ,3244.3999,30/9/2018
C04  ,220234,2018,5100486800,1,,MAL1857997      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486802,1,,MAL1849078      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486803,1,,MAL1858597      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486806,1,,MAL1858970      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486807,1,,MAL1847702      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486808,1,,MAL1848895      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486810,1,,MAL1859315      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486833,1,,MAL1849433      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486812,1,,MAL1858023      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100486813,1,,MAL1848310      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486814,1,,MAL1847731      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100486815,1,,MAL1849257      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486816,1,,MAL1848543      ,RE   ,4743.75,21/8/2018
C04  ,220234,2018,5100486817,1,,MAL1858662      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486818,1,,MAL1848865      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486819,1,,MAL1858361      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486820,1,,MAL1858749      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486821,1,,MAL1858688      ,RE   ,17296.211,29/8/2018
C04  ,220234,2018,5100486822,1,,MAL1858757      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486823,1,,MAL1857942      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486824,1,,MAL1850080      ,RE   ,33334.699,21/8/2018
C04  ,220234,2018,5100486825,1,,MAL1849062      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486826,1,,MAL1847875      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486827,1,,MAL1847133      ,RE   ,8640.1396,20/8/2018
C04  ,220234,2018,5100486828,1,,MAL1859027      ,RE   ,17280.311,29/8/2018
C04  ,220234,2018,5100486829,1,,MAL1847182      ,RE   ,1123.96,20/8/2018
C04  ,220234,2018,5100486830,1,,MAL1848641      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486831,1,,MAL1848224      ,RE   ,9926.6904,21/8/2018
C04  ,220234,2018,5100486832,1,,MAL1848495      ,RE   ,8864.25,21/8/2018
C04  ,220234,2018,5100486833,1,,MAL1858668      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486834,1,,MAL1858416      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486835,1,,MAL1859184      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486836,1,,MAL1858029      ,RE   ,8225.0996,29/8/2018
C04  ,220234,2018,5100486837,1,,MAL1847777      ,RE   ,16672.051,21/8/2018
C04  ,220234,2018,5100486838,1,,MAL1859248      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486839,1,,MAL1849394      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486840,1,,MAL1847961      ,RE   ,8640.1396,21/8/2018
