BUKRS,LIFNR,GJAHR,BELNR,BUZEI,BLDAT_1,XBLNR,BLART,DMBTR,BLDAT
C04  ,300533,2018,5100488163,1,,9130077671      ,RE   ,1792.8,26/9/2018
C04  ,300533,2018,5100488168,1,,9130077673      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488170,1,,9130077676      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488173,1,,9130077691      ,RE   ,736.20001,26/9/2018
C04  ,300533,2018,5100488180,1,,9130077693      ,RE   ,5153.3999,26/9/2018
C04  ,300533,2018,5100488187,1,,9130077695      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488192,1,,9130077696      ,RE   ,597.59998,26/9/2018
C04  ,300533,2018,5100488300,1,,9130077698      ,RE   ,1685.5,26/9/2018
C04  ,300533,2018,5100488201,1,,9130077700      ,RE   ,1404.7,26/9/2018
C04  ,300533,2018,5100488203,1,,9130077701      ,RE   ,597.59998,26/9/2018
C04  ,300533,2018,5100488204,1,,9130077704      ,RE   ,1685.5,26/9/2018
C04  ,300533,2018,5100488206,1,,9130077705      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488208,1,,9130077707      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488214,1,,9130077709      ,RE   ,597.59998,26/9/2018
C04  ,300533,2018,5100488215,1,,9130077712      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488217,1,,9130077714      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488218,1,,9130077716      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488219,1,,9130077718      ,RE   ,1685.5,26/9/2018
C04  ,300533,2018,5100488220,1,,9130077721      ,RE   ,3089.5,26/9/2018
C04  ,300533,2018,5100488223,1,,9130077723      ,RE   ,2527.8999,26/9/2018
C04  ,300533,2018,5100488226,1,,9130077724      ,RE   ,1311.8,26/9/2018
C04  ,300533,2018,5100488227,1,,9130077726      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488229,1,,9130077728      ,RE   ,2247.1001,26/9/2018
C04  ,300533,2018,5100488230,1,,9130077731      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488231,1,,9130077733      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488232,1,,9130077734      ,RE   ,1685.5,26/9/2018
C04  ,300533,2018,5100488233,1,,9130077736      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488234,1,,9130077737      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488235,1,,9130077739      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488236,1,,9130077741      ,RE   ,1404.7,26/9/2018
C04  ,300533,2018,5100488237,1,,9130077742      ,RE   ,597.59998,26/9/2018
C04  ,300533,2018,5100488238,1,,9130077743      ,RE   ,23839.1,26/9/2018
C04  ,300533,2018,5100488239,1,,9130077745      ,RE   ,1123.9,26/9/2018
C04  ,300533,2018,5100488240,1,,9130077746      ,RE   ,1685.5,26/9/2018
C04  ,300533,2018,5100488241,1,,9130077748      ,RE   ,597.59998,26/9/2018
C04  ,300533,2018,5100488242,1,,9130077749      ,RE   ,1404.7,26/9/2018
C04  ,300533,2018,5100488243,1,,9130077750      ,RE   ,597.59998,26/9/2018
C04  ,300533,2018,5100488244,1,,9130077751      ,RE   ,3370.3,26/9/2018
C04  ,300533,2018,5100488245,1,,9130077752      ,RE   ,3637.8,26/9/2018
C04  ,300533,2018,5100488246,1,,9130077645      ,RE   ,4972207,26/9/2018
C04  ,300533,2018,5100487931,1,,9130077651      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100487932,1,,9130077674      ,RE   ,17744.211,27/9/2018
C04  ,300533,2018,5100487934,1,,9130077677      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100487937,1,,9130077679      ,RE   ,1404.7,27/9/2018
C04  ,300533,2018,5100487939,1,,9130077681      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100487941,1,,9130077684      ,RE   ,2808.7,27/9/2018
C04  ,300533,2018,5100487942,1,,9130077686      ,RE   ,5153.3999,27/9/2018
C04  ,300533,2018,5100487945,1,,9130077689      ,RE   ,561.59998,27/9/2018
C04  ,300533,2018,5100487949,1,,9130077692      ,RE   ,1224.6,27/9/2018
C04  ,300533,2018,5100487953,1,,9130077697      ,RE   ,4478.3501,27/9/2018
C04  ,300533,2018,5100487957,1,,9130077703      ,RE   ,2139.8,27/9/2018
C04  ,300533,2018,5100487962,1,,9130077708      ,RE   ,298.79999,27/9/2018
C04  ,300533,2018,5100487964,1,,9130077710      ,RE   ,298.79999,27/9/2018
C04  ,300533,2018,5100487965,1,,9130077713      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100487972,1,,9130077717      ,RE   ,2390.3999,27/9/2018
C04  ,300533,2018,5100487973,1,,9130077720      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100487975,1,,9130077722      ,RE   ,298.79999,27/9/2018
C04  ,300533,2018,5100488339,1,,9130077725      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488124,1,,9130077729      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488126,1,,9130077730      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488128,1,,9130077732      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488130,1,,9130077735      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488131,1,,9130077738      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488133,1,,9130077740      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488136,1,,9130077744      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100488141,1,,9130077747      ,RE   ,1195.2,27/9/2018
C04  ,300533,2018,5100488145,1,,9130077753      ,RE   ,5495.0498,27/9/2018
C04  ,300533,2018,5100488151,1,,9130077754      ,RE   ,561.59998,27/9/2018
C04  ,300533,2018,5100488155,1,,9130077755      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488158,1,,9130077756      ,RE   ,2869.5,27/9/2018
C04  ,300533,2018,5100488159,1,,9130077759      ,RE   ,28616.9,27/9/2018
C04  ,300533,2018,5100488160,1,,9130077760      ,RE   ,5039.6499,27/9/2018
C04  ,300533,2018,5100488161,1,,9130077761      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100488162,1,,9130077762      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100488164,1,,9130077763      ,RE   ,5153.3999,27/9/2018
C04  ,300533,2018,5100488165,1,,9130077764      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488166,1,,9130077765      ,RE   ,1685.5,27/9/2018
C04  ,300533,2018,5100488169,1,,9130077766      ,RE   ,1685.5,27/9/2018
C04  ,300533,2018,5100488171,1,,9130077767      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100488172,1,,9130077768      ,RE   ,94.050003,27/9/2018
C04  ,300533,2018,5100488177,1,,9130077769      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488183,1,,9130077770      ,RE   ,1806.1,27/9/2018
C04  ,300533,2018,5100488191,1,,9130077771      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488193,1,,9130077773      ,RE   ,5495.0498,27/9/2018
C04  ,300533,2018,5100488194,1,,9130077775      ,RE   ,94.050003,27/9/2018
C04  ,300533,2018,5100488202,1,,9130077778      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488205,1,,9130077780      ,RE   ,1792.8,27/9/2018
C04  ,300533,2018,5100488207,1,,9130077782      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488209,1,,9130077783      ,RE   ,1123.9,27/9/2018
C04  ,300533,2018,5100488210,1,,9130077784      ,RE   ,1404.7,27/9/2018
C04  ,300533,2018,5100488233,1,,9130077785      ,RE   ,597.59998,27/9/2018
C04  ,300533,2018,5100488212,1,,9130077786      ,RE   ,2576.7,27/9/2018
C04  ,300533,2018,5100488213,1,,9130077787      ,RE   ,5153.3999,27/9/2018
C04  ,300533,2018,5100488216,1,,9130077788      ,RE   ,5153.3999,27/9/2018
C04  ,300533,2018,5100488221,1,,9130077789      ,RE   ,2876,27/9/2018
C04  ,300533,2018,5100488222,1,,9130077790      ,RE   ,1075.5,27/9/2018
C04  ,300533,2018,5100488224,1,,9130077791      ,RE   ,5153.3999,27/9/2018
C04  ,300533,2018,5100488225,1,,9130077792      ,RE   ,1685.5,27/9/2018
C04  ,300533,2018,5100488228,1,,9130077793      ,RE   ,7375.8999,27/9/2018
C04  ,300533,2018,5100488247,1,,9130077815      ,RE   ,6243,27/9/2018
C04  ,300533,2018,5100488248,1,,9130077816      ,RE   ,6243,27/9/2018
C04  ,300533,2018,5100488249,1,,9130077817      ,RE   ,6243,27/9/2018
C04  ,300533,2018,5100488250,1,,9130077818      ,RE   ,6243,27/9/2018
C04  ,300533,2018,5100488251,1,,9130077819      ,RE   ,2248.8999,27/9/2018
C04  ,300533,2018,5100488252,1,,9130077820      ,RE   ,2248.8999,27/9/2018
C04  ,300533,2018,5100488253,1,,9130077899      ,RE   ,5153.3999,2/10/2018
C04  ,300533,2018,5100488254,1,,9130077900      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488255,1,,9130077901      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488256,1,,9130077902      ,RE   ,18955.25,2/10/2018
C04  ,300533,2018,5100488257,1,,9130077903      ,RE   ,5153.3999,2/10/2018
C04  ,300533,2018,5100488258,1,,9130077904      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488259,1,,9130077905      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488260,1,,9130077906      ,RE   ,736.20001,2/10/2018
C04  ,300533,2018,5100488261,1,,9130077907      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488262,1,,9130077908      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488263,1,,9130077909      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488264,1,,9130077910      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488265,1,,9130077933      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488266,1,,9130077912      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488267,1,,9130077913      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488268,1,,9130077914      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488269,1,,9130077915      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488270,1,,9130077916      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488271,1,,9130077917      ,RE   ,2576.7,2/10/2018
C04  ,300533,2018,5100488272,1,,9130077918      ,RE   ,5153.3999,2/10/2018
C04  ,300533,2018,5100488273,1,,9130077919      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488274,1,,9130077920      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488275,1,,9130077921      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488276,1,,9130077922      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488277,1,,9130077923      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488278,1,,9130077924      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488279,1,,9130077925      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488280,1,,9130077926      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488281,1,,9130077927      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488282,1,,9130077928      ,RE   ,2576.7,2/10/2018
C04  ,300533,2018,5100488283,1,,9130077929      ,RE   ,3637.8,2/10/2018
C04  ,300533,2018,5100488285,1,,9130077931      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488286,1,,9130077932      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488287,1,,9130077934      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488288,1,,9130077935      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488289,1,,9130077936      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488290,1,,9130077937      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488291,1,,9130077939      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488292,1,,9130077940      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488293,1,,9130077941      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488294,1,,9130077943      ,RE   ,1792.8,2/10/2018
C04  ,300533,2018,5100488295,1,,9130077948      ,RE   ,7708.3999,2/10/2018
C04  ,300533,2018,5100488296,1,,9130077949      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488297,1,,9130077950      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488298,1,,9130077951      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488299,1,,9130077952      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488300,1,,9130077953      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488301,1,,9130077954      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488302,1,,9130077957      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488303,1,,9130077958      ,RE   ,1800,2/10/2018
C04  ,300533,2018,5100488304,1,,9130077959      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488305,1,,9130077960      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488306,1,,9130077961      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488307,1,,9130077962      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488308,1,,9130077963      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488309,1,,9130077964      ,RE   ,5010.25,2/10/2018
C04  ,300533,2018,5100488310,1,,9130077965      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488325,1,,9130077966      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488326,1,,9130077967      ,RE   ,5153.3999,2/10/2018
C04  ,300533,2018,5100488354,1,,9130077968      ,RE   ,5153.3999,2/10/2018
C04  ,300533,2018,5100488355,1,,9130077969      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488356,1,,9130077955      ,RE   ,3327.4399,2/10/2018
C04  ,300533,2018,5100488357,1,,9130077989      ,RE   ,1685.5,2/10/2018
C04  ,300533,2018,5100488358,1,,9130077990      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488359,1,,9130077991      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488360,1,,9130077992      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488361,1,,9130077993      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488362,1,,9130077994      ,RE   ,5153.3999,2/10/2018
C04  ,300533,2018,5100488363,1,,9130077995      ,RE   ,2808.7,2/10/2018
C04  ,300533,2018,5100488364,1,,9130077996      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488365,1,,9130077997      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488366,1,,9130077998      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488582,1,,9130077999      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488583,1,,9130078000      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488584,1,,9130078001      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488585,1,,9130078002      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488586,1,,9130078003      ,RE   ,2760.9099,2/10/2018
C04  ,300533,2018,5100488587,1,,9130078004      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488588,1,,9130078005      ,RE   ,2760.9099,2/10/2018
C04  ,300533,2018,5100488589,1,,9130078006      ,RE   ,1380.46,2/10/2018
C04  ,300533,2018,5100488590,1,,9130078007      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488591,1,,9130078008      ,RE   ,1195.2,2/10/2018
C04  ,300533,2018,5100488592,1,,9130078009      ,RE   ,7484.2998,2/10/2018
C04  ,300533,2018,5100488593,1,,9130078010      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488594,1,,9130078033      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488595,1,,9130078012      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488596,1,,9130078013      ,RE   ,597.59998,2/10/2018
C04  ,300533,2018,5100488597,1,,9130078014      ,RE   ,1311.8,2/10/2018
C04  ,300533,2018,5100488598,1,,9130078015      ,RE   ,33252.809,2/10/2018
C04  ,300533,2018,5100488599,1,,9130078016      ,RE   ,10300.23,2/10/2018
C04  ,300533,2018,5100488600,1,,9130078017      ,RE   ,4412.6499,2/10/2018
C04  ,300533,2018,5100488601,1,,9130078018      ,RE   ,1311.8,2/10/2018
C04  ,300533,2018,5100488668,1,,9130078019      ,RE   ,1123.9,2/10/2018
C04  ,300533,2018,5100488671,1,,9130078020      ,RE   ,3291.2,2/10/2018
C04  ,300533,2018,5100488675,1,,9130078021      ,RE   ,1818.8,2/10/2018
C04  ,300533,2018,5100488680,1,,9130078022      ,RE   ,3371.7,2/10/2018
C04  ,300533,2018,5100488681,1,,9130078023      ,RE   ,7305,2/10/2018
C04  ,300533,2018,5100488683,1,,9130078024      ,RE   ,31461.5,2/10/2018
C04  ,300533,2018,5100488684,1,,9130078025      ,RE   ,2808.7,2/10/2018
C04  ,300533,2018,5100488685,1,,9130078037      ,RE   ,4374.1001,3/10/2018
C04  ,300533,2018,5100488686,1,,9130078038      ,RE   ,3291.2,3/10/2018
C04  ,300533,2018,5100488688,1,,9130078039      ,RE   ,1685.5,3/10/2018
C04  ,300533,2018,5100488689,1,,9130078040      ,RE   ,94.050003,3/10/2018
C04  ,300533,2018,5100488691,1,,9130078041      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488693,1,,9130078042      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488694,1,,9130078043      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488695,1,,9130078044      ,RE   ,2880.7,3/10/2018
C04  ,300533,2018,5100488696,1,,9130078045      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488697,1,,9130078046      ,RE   ,597.59998,3/10/2018
C04  ,300533,2018,5100488698,1,,9130078047      ,RE   ,597.59998,3/10/2018
C04  ,300533,2018,5100488700,1,,9130078048      ,RE   ,597.59998,3/10/2018
C04  ,300533,2018,5100488701,1,,9130078049      ,RE   ,4495.6001,3/10/2018
C04  ,300533,2018,5100488702,1,,9130078050      ,RE   ,2247.8,3/10/2018
C04  ,300533,2018,5100488703,1,,9130078051      ,RE   ,2576.7,3/10/2018
C04  ,300533,2018,5100488707,1,,9130078052      ,RE   ,6597.2002,3/10/2018
C04  ,300533,2018,5100488708,1,,9130078053      ,RE   ,2247.8,3/10/2018
C04  ,300533,2018,5100488710,1,,9130078054      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488733,1,,9130078055      ,RE   ,2247.8,3/10/2018
C04  ,300533,2018,5100488712,1,,9130078056      ,RE   ,2247.8,3/10/2018
C04  ,300533,2018,5100488713,1,,9130078057      ,RE   ,2247.8,3/10/2018
C04  ,300533,2018,5100488715,1,,9130078058      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488716,1,,9130078059      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488717,1,,9130078060      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488718,1,,9130078061      ,RE   ,1123.9,3/10/2018
C04  ,300533,2018,5100488719,1,,9130078062      ,RE   ,94.050003,3/10/2018
C04  ,300533,2018,5100488721,1,,9130078063      ,RE   ,2381.8,3/10/2018
C04  ,300533,2018,5100488722,1,,9130078064      ,RE   ,1311.8,3/10/2018
C04  ,300533,2018,5100488723,1,,9130078065      ,RE   ,1195.2,3/10/2018
C04  ,300533,2018,5100488730,1,,9130078067      ,RE   ,1311.8,3/10/2018
C04  ,300533,2018,5100488731,1,,9130078068      ,RE   ,3637.8,3/10/2018
C04  ,300533,2018,5100488732,1,,9130078069      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488733,1,,9130078070      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488734,1,,9130078071      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488735,1,,9130078072      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488736,1,,9130078073      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488737,1,,9130078074      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488738,1,,9130078075      ,RE   ,2901.6001,3/10/2018
C04  ,300533,2018,5100488739,1,,9130078076      ,RE   ,2901.6001,3/10/2018
C04  ,300533,2018,5100488740,1,,9130078077      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488741,1,,9130078078      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488742,1,,9130078079      ,RE   ,7484.2998,3/10/2018
C04  ,300533,2018,5100488743,1,,9130078080      ,RE   ,4412.6499,3/10/2018
C04  ,300533,2018,5100488744,1,,9130078081      ,RE   ,3291.2,3/10/2018
C04  ,300533,2018,5100488745,1,,9130078082      ,RE   ,5153.3999,3/10/2018
C04  ,300533,2018,5100488746,1,,9130078129      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488747,1,,9130078130      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488748,1,,9130078131      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488749,1,,9130078132      ,RE   ,9408.7998,4/10/2018
C04  ,300533,2018,5100488750,1,,9130078133      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488751,1,,9130078134      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488753,1,,9130078135      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488754,1,,9130078137      ,RE   ,2447.45,4/10/2018
C04  ,300533,2018,5100488755,1,,9130078138      ,RE   ,2447.45,4/10/2018
C04  ,300533,2018,5100488756,1,,9130078139      ,RE   ,9408.7998,4/10/2018
C04  ,300533,2018,5100488757,1,,9130078140      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488758,1,,9130078141      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488759,1,,9130078142      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488760,1,,9130078143      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488761,1,,9130078144      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488766,1,,9130078183      ,RE   ,13486.8,4/10/2018
C04  ,300533,2018,5100488767,1,,9130078145      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488768,1,,9130078146      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488769,1,,9130078147      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488770,1,,9130078148      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488771,1,,9130078149      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488772,1,,9130078150      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488773,1,,9130078151      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488774,1,,9130078152      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488775,1,,9130078153      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488776,1,,9130078154      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488777,1,,9130078155      ,RE   ,6615.7002,4/10/2018
C04  ,300533,2018,5100488778,1,,9130078156      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488779,1,,9130078084      ,RE   ,2165.22,4/10/2018
C04  ,300533,2018,5100488780,1,,9130078085      ,RE   ,5014.3301,4/10/2018
C04  ,300533,2018,5100488781,1,,9130078086      ,RE   ,5014.3301,4/10/2018
C04  ,300533,2018,5100488782,1,,9130078157      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488784,1,,9130078158      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488785,1,,9130078087      ,RE   ,5014.3301,4/10/2018
C04  ,300533,2018,5100488787,1,,9130078088      ,RE   ,3690.9199,4/10/2018
C04  ,300533,2018,5100488789,1,,9130078159      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488790,1,,9130078089      ,RE   ,3690.9199,4/10/2018
C04  ,300533,2018,5100488791,1,,9130078090      ,RE   ,3690.9199,4/10/2018
C04  ,300533,2018,5100488792,1,,9130078091      ,RE   ,5014.3301,4/10/2018
C04  ,300533,2018,5100488793,1,,9130078092      ,RE   ,5014.3301,4/10/2018
C04  ,300533,2018,5100488794,1,,9130078093      ,RE   ,5014.3301,4/10/2018
C04  ,300533,2018,5100488795,1,,9130078094      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488796,1,,9130078095      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488797,1,,9130078160      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488798,1,,9130078096      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488799,1,,9130078161      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488800,1,,9130078097      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488801,1,,9130078098      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488802,1,,9130078162      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488803,1,,9130078163      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488804,1,,9130078099      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488805,1,,9130078164      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488806,1,,9130078165      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488807,1,,9130078166      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488808,1,,9130078167      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488809,1,,9130078168      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488876,1,,9130078169      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488877,1,,9130078170      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488878,1,,9130078171      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488879,1,,9130078100      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488880,1,,9130078101      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488881,1,,9130078102      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488882,1,,9130078172      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488883,1,,9130078173      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488884,1,,9130078174      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488885,1,,9130078175      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488886,1,,9130078176      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488887,1,,9130078177      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488888,1,,9130078103      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488889,1,,9130078104      ,RE   ,4704.3999,4/10/2018
C04  ,300533,2018,5100488890,1,,9130078105      ,RE   ,3509.8999,4/10/2018
C04  ,300533,2018,5100488894,1,,9130078106      ,RE   ,3509.8999,4/10/2018
