_key_in,_key_out,_score,BUKRS,LIFNR,GJAHR,BELNR,BUZEI,XBLNR,BLART,DMBTR,BLDAT,BLDAT_clean,DMBTR_clean,XBLNR_clean,LIFNR_clean,_Similarity_XBLNR
5205,5205,1,C04  ,220234,2018,5100489073,1,MAL1867642      ,RE   ,4708.5801,2018-09-29 00:00:00,2018-09-29 00:00:00,4708.5801,MAL1867642      ,220234,1
5206,5206,1,C04  ,220234,2018,5100489074,1,MAL1867636      ,RE   ,977.83002,2018-09-29 00:00:00,2018-09-29 00:00:00,977.83002,MAL1867636      ,220234,1
5207,5207,1,C04  ,220234,2018,5100489080,1,MAL1867137      ,RE   ,4735.9302,2018-09-29 00:00:00,2018-09-29 00:00:00,4735.9302,MAL1867137      ,220234,1
5208,5208,1,C04  ,220234,2018,5100489086,1,MAL1867589      ,RE   ,5311.1499,2018-09-29 00:00:00,2018-09-29 00:00:00,5311.1499,MAL1867589      ,220234,1
5209,5209,1,C04  ,220234,2018,5100489124,1,MAL1867099      ,RE   ,2754.79,2018-09-29 00:00:00,2018-09-29 00:00:00,2754.79,MAL1867099      ,220234,1
5232,5209,0.90000004,C04  ,220234,2018,5100490072,1,MAL1867094      ,RE   ,2754.79,2018-09-29 00:00:00,2018-09-29 00:00:00,2754.79,MAL1867099      ,220234,0.90000004
5210,5210,1,C04  ,220234,2018,5100489136,1,MAL1867002      ,RE   ,4735.9302,2018-09-29 00:00:00,2018-09-29 00:00:00,4735.9302,MAL1867002      ,220234,1
5212,5212,1,C04  ,220234,2018,5100489310,1,MAL1867040      ,RE   ,2754.79,2018-09-29 00:00:00,2018-09-29 00:00:00,2754.79,MAL1867040      ,220234,1
5213,5213,1,C04  ,220234,2018,5100489335,1,MAL1867039      ,RE   ,6326.8501,2018-09-29 00:00:00,2018-09-29 00:00:00,6326.8501,MAL1867039      ,220234,1
5214,5214,1,C04  ,220234,2018,5100489826,1,MAL1850280      ,RE   ,10405.37,2018-08-21 00:00:00,2018-08-21 00:00:00,10405.37,MAL1850280      ,220234,1
5215,5215,1,C04  ,220234,2018,5100489827,1,MAL1858986      ,RE   ,8377.8496,2018-08-29 00:00:00,2018-08-29 00:00:00,8377.8496,MAL1858986      ,220234,1
5216,5216,1,C04  ,220234,2018,5100489838,1,MAL1850312      ,RE   ,8145.0698,2018-08-21 00:00:00,2018-08-21 00:00:00,8145.0698,MAL1850312      ,220234,1
5217,5217,1,C04  ,220234,2018,5100489844,1,MAL1858952      ,RE   ,4256,2018-08-29 00:00:00,2018-08-29 00:00:00,4256,MAL1858952      ,220234,1
